event,i,id,name,status,mother1,mother2,px,py,pz,E,m,pT,eta,phi,charge,isFinal
187,19,11,e-,1,16,0,1621.991134,-360.0569255,-2217.217774,2770.658927,0.000511,1661.474113,-1.09930508,-0.2184424195,-1,1
187,20,22,gamma,1,16,0,0.04452658468,-0.009884192105,-0.06086663642,0.07605959128,0,0.04561045929,-1.099305236,-0.2184419811,0,1
187,21,22,gamma,1,17,17,0.5563486938,-0.120482556,-0.7570210767,0.9471646245,0,0.5692450398,-1.09653169,-0.2132662116,0,1
187,22,-11,e+,23,10,0,1825.319298,-3162.150179,276.5278282,3661.618759,0.000511,3651.162047,0.07566471722,-1.047280321,1,0
187,23,12,nu_e,23,10,0,-4220.923811,3646.64507,2933.775704,6302.480302,0,5578.012019,0.5043041655,2.429058431,0,0
187,24,-11,e+,51,22,0,719.1760705,-2678.311673,1651.308152,3227.597597,0.000511,2773.18727,0.5649236652,-1.3084659,1,0
187,25,22,gamma,51,22,0,601.101571,-47.51040638,-1023.748415,1188.125059,0,602.9762329,-1.29971738,-0.07887492399,0,0
187,26,12,nu_e,1,23,23,-3715.882154,3210.31697,2582.743795,5548.376406,0,4910.592146,0.5043041655,2.429058431,0,1
187,27,-11,e+,1,24,0,714.027523,-2659.137406,1639.486292,3204.490966,0.000511,2753.333806,0.5649236602,-1.308465866,1,1
187,28,22,gamma,1,24,0,5.148547434,-19.17426635,11.8218599,23.10663113,0,19.85346394,0.5649243599,-1.308470601,0,1
187,29,22,gamma,1,25,25,601.101571,-47.51040638,-1023.748415,1188.125059,0,602.9762329,-1.29971738,-0.07887492399,0,1
188,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
188,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
188,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
188,3,13,mu-,21,7,7,0,0,6999.999999,6999.999999,0,0,55.59851447,0,-1,0
188,4,-13,mu+,21,8,0,0,0,-6961.507973,6961.507973,0,0,-55.59300043,0,1,0
188,5,-24,W-,22,3,4,-3052.221741,4033.146186,-942.0915914,5145.512459,80.22578252,5057.897361,-0.1852009774,2.218625271,-1,0
188,6,24,W+,22,3,4,3052.221741,-4033.146186,980.583617,8815.995514,7153.873562,5057.897361,0.1926773976,-0.9229673821,1,0
188,7,13,mu-,42,1,0,-2.2143537e-12,1.814694228e-13,6999.999999,6999.999999,0,2.221777095e-12,36.37952636,3.059823964,-1,0
188,8,-13,mu+,41,2,0,2.214339823e-12,-1.814694228e-13,-6999.999997,6999.999997,0,2.221763264e-12,-36.37953258,-0.08176919979,1,0
188,9,-24,W-,44,5,5,-3052.324445,4033.154603,-942.0347872,5145.569578,80.22578252,5057.96605,-0.1851874499,2.218640459,-1,0
188,10,24,W+,44,6,6,3052.089551,-4033.135353,980.5260912,8815.938394,7153.873562,5057.808953,0.1926695587,-0.9229869303,1,0
188,11,22,gamma,1,8,0,0.2348939711,-0.01924994309,-38.49130269,38.49202422,0,0.2356814332,-5.78886311,-0.08176889844,0,1
188,12,22,gamma,1,1,0,0,0,1.160813554e-06,1.160813554e-06,0,0,33.07845958,0,0,1
188,13,22,gamma,1,2,0,0,0,-2.507767931e-06,2.507767931e-06,0,0,-33.84873157,0,0,1
188,14,15,tau-,1,9,0,-762.990903,997.6049111,-199.3512756,1271.658274,1.77682,1255.934185,-0.1580684233,2.22371668,-1,1
188,15,-16,nu_taubar,1,9,0,-2289.333542,3035.549692,-742.6835116,3873.911305,0,3802.053392,-0.1941160934,2.216963634,0,1
188,16,-11,e+,23,10,0,983.3281544,-1911.663629,-3100.343369,3772.733902,0.000511,2149.742331,-1.162263946,-1.095708272,1,0
188,17,12,nu_e,23,10,0,2068.761396,-2121.471724,4080.86946,5043.204492,0,2963.176672,1.124654517,-0.7979768305,0,0
188,18,-11,e+,51,16,0,983.3595489,-1911.711819,-3100.290672,3772.723198,0.000511,2149.799544,-1.162228108,-1.095705539,1,0
188,19,22,gamma,51,16,0,-0.01723732225,0.03367187482,-0.02477103355,0.04521641887,0,0.03782750894,-0.6152793872,2.043934778,0,0
188,20,12,nu_e,1,17,17,2068.747239,-2121.457206,4080.841534,5043.169979,0,2963.156394,1.124654517,-0.7979768305,0,1
188,21,-11,e+,1,18,0,974.6864854,-1894.910658,-3073.078546,3739.58713,0.000511,2130.891867,-1.16224287,-1.095718379,1,1
188,22,22,gamma,1,18,0,8.673053662,-16.80114136,-27.21213939,33.13609424,0,18.90767597,-1.160563703,-1.094258559,0,1
188,23,22,gamma,1,19,19,-0.0172275051,0.03365269772,-0.02475692573,0.04519066682,0,0.03780596508,-0.6152793872,2.043934778,0,1
189,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
189,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
189,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
189,3,13,mu-,21,1,0,0,0,6999.999997,6999.999997,0,0,55.59851447,0,-1,0
189,4,-13,mu+,21,2,0,0,0,-6999.999996,6999.999996,0,0,-55.59851447,0,1,0
189,5,-24,W-,22,3,4,-7.826741288,-41.38073565,6999.426911,6999.979293,77.1971158,42.11440563,5.806349927,-1.757727849,-1,0
189,6,24,W+,22,3,4,7.826741288,41.38073565,-6999.426911,7000.0207,80.86474943,42.11440563,-5.806349927,1.383864805,1,0
189,7,-24,W-,51,5,0,-7.082368496,-41.34063737,6994.539888,6995.091625,77.1971158,41.94291646,5.809731716,-1.740466554,-1,0
189,8,22,gamma,1,5,0,-0.7443413696,-0.03993214927,4.858922566,4.915767199,0,0.7454117325,2.57361492,-3.087996404,0,1
189,9,24,W+,52,6,6,7.826709865,41.38056952,-6999.39881,6999.992601,80.86474943,42.11423656,-5.806349927,1.383864805,1,0
189,10,22,gamma,1,1,0,0,0,2.836502063e-06,2.836502063e-06,0,0,33.97191011,0,0,1
189,11,22,gamma,1,2,0,0,0,-3.559111065e-06,3.559111065e-06,0,0,-34.1988493,0,0,1
189,12,11,e-,23,7,0,-25.35243911,-25.15101032,6334.224376,6334.325044,0.000511,35.7116156,5.871401775,-2.360182886,-1,0
189,13,-12,nu_ebar,23,7,0,18.27007062,-16.18962705,660.315512,660.7665813,0,24.41105291,3.99117043,-0.7250981163,0,0
189,14,11,e-,1,12,0,-15.98323914,-15.85172316,3993.669047,3993.732489,0.000511,22.51090982,5.871620699,-2.360325647,-1,1
189,15,22,gamma,1,12,0,-9.36919951,-9.29928756,2340.555346,2340.592571,0,13.20070637,5.871028299,-2.359939391,0,1
189,16,-12,nu_ebar,1,13,13,18.27007016,-16.18962664,660.3154955,660.7665648,0,24.4110523,3.99117043,-0.7250981163,0,1
189,17,-15,tau+,1,9,0,13.59539731,44.69404312,-1853.464685,1854.054177,1.77682,46.71608201,-4.374029458,1.275501656,1,1
189,18,16,nu_tau,1,9,0,-5.768687445,-3.313473604,-5145.934124,5145.938425,0,6.652583119,-7.344104572,-2.620217288,0,1
190,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
190,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
190,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
190,3,13,mu-,21,1,0,0,0,6999.999403,6999.999403,0,0,55.59851438,0,-1,0
190,4,-13,mu+,21,2,0,0,0,-6999.999999,6999.999999,0,0,-55.59851447,0,1,0
190,5,-24,W-,22,3,4,-832.6244117,-241.5827979,-4554.965821,9362.514139,8133.715738,866.9634705,-2.361059755,-2.859200391,-1,0
190,6,24,W+,22,3,4,832.6244117,241.5827979,4554.965226,4637.485263,83.28082893,866.9634705,2.361059627,0.2823922628,1,0
190,7,22,gamma,1,1,0,0,0,0.0005971881073,0.0005971881073,0,0,39.32157063,0,0,1
190,8,22,gamma,1,2,0,0,0,-1.418652573e-06,1.418652573e-06,0,0,-33.27904601,0,0,1
190,9,11,e-,1,5,0,-1127.708155,3734.5527,-3493.146987,5236.476432,0.000511,3901.103633,-0.8054627366,1.864055866,-1,1
190,10,-12,nu_ebar,1,5,0,295.0837429,-3976.135498,-1061.818835,4126.037706,0,3987.070092,-0.2632639657,-1.496718423,0,1
190,11,-13,mu+,23,6,0,281.0069298,40.96718939,1496.280451,1522.989955,0.10566,283.9774731,2.363875578,0.1447672414,1,0
190,12,14,nu_mu,23,6,0,551.6174819,200.6156085,3058.684775,3114.495308,0,586.9654749,2.353003393,0.3488149272,0,0
190,13,-13,mu+,1,11,0,281.6892885,41.3421394,1501.848814,1528.596709,0.10566,284.7069155,2.365004639,0.14572468,1,1
190,14,22,gamma,1,11,0,1.613959858,0.4601891287,7.164581071,7.358523111,0,1.678284975,2.15796835,0.2777598193,0,1
190,15,14,nu_mu,1,12,12,549.3211633,199.7804694,3045.951831,3101.530031,0,584.5220068,2.353003393,0.3488149272,0,1
191,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
191,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
191,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
191,3,13,mu-,21,1,0,0,0,6999.999995,6999.999995,0,0,55.59851447,0,-1,0
191,4,-13,mu+,21,2,0,0,0,-6999.99785,6999.99785,0,0,-55.59851416,0,1,0
191,5,-24,W-,22,3,4,1490.638796,6793.189582,790.3862427,6999.955725,72.39488701,6954.813349,0.1134027122,1.35478848,-1,0
191,6,24,W+,22,3,4,-1490.638796,-6793.189582,-790.3840969,7000.04212,80.336442,6954.813349,-0.1134024057,-1.786804174,1,0
191,7,24,W+,51,6,0,-1490.638796,-6793.189582,-790.3840969,7000.04212,80.336442,6954.813349,-0.1134024057,-1.786804174,1,0
191,8,22,gamma,1,6,0,-4.69350476e-10,-3.176906079e-09,-6.741835536e-10,3.281393845e-09,0,3.211389435e-09,-0.2084228934,-1.717473542,0,1
191,9,-24,W-,52,5,5,1490.638796,6793.189582,790.3862427,6999.955725,72.39488701,6954.813349,0.1134027122,1.35478848,-1,0
191,10,-24,W-,51,9,0,1490.638796,6793.189582,790.3862427,6999.955725,72.39488701,6954.813349,0.1134027122,1.35478848,-1,0
191,11,22,gamma,1,9,0,2.598670204e-10,1.113672277e-09,6.02970439e-10,1.29281482e-09,0,1.14358944e-09,0.5054611896,1.341555745,0,1
191,12,24,W+,52,7,7,-1490.638796,-6793.189582,-790.3840969,7000.04212,80.336442,6954.813349,-0.1134024057,-1.786804174,1,0
191,13,-24,W-,51,10,0,1490.638796,6793.189582,790.3862427,6999.955725,72.39488701,6954.813349,0.1134027122,1.35478848,-1,0
191,14,22,gamma,1,10,0,3.587770688e-12,1.642915987e-11,1.759994129e-12,1.690819245e-11,0,1.681634302e-11,0.1044696102,1.355793457,0,1
191,15,24,W+,52,12,12,-1490.638796,-6793.189582,-790.3840969,7000.04212,80.336442,6954.813349,-0.1134024057,-1.786804174,1,0
191,16,24,W+,51,15,0,-1490.638796,-6793.189582,-790.3840969,7000.04212,80.336442,6954.813349,-0.1134024057,-1.786804174,1,0
191,17,22,gamma,1,15,0,-9.484304773e-13,-3.711093789e-12,6.844716219e-14,3.830981923e-12,0,3.83037041e-12,0.01786864261,-1.821006952,0,1
191,18,-24,W-,52,13,13,1490.638796,6793.189582,790.3862427,6999.955725,72.39488701,6954.813349,0.1134027122,1.35478848,-1,0
191,19,22,gamma,1,1,0,0,0,4.613135388e-06,4.613135388e-06,0,0,34.45824624,0,0,1
191,20,22,gamma,1,2,0,0,0,-0.002150390666,0.002150390666,0,0,-40.60274329,0,0,1
191,21,11,e-,23,18,0,267.522856,1307.871682,173.105797,1346.128683,0.000511,1334.95199,0.1293112481,1.369031305,-1,0
191,22,-12,nu_ebar,23,18,0,1223.11594,5485.3179,617.2804457,5653.827042,0,5620.028921,0.1096161619,1.351405422,0,0
191,23,11,e-,1,21,0,261.9626378,1280.688802,169.5078319,1318.15065,0.000511,1307.20627,0.1293111539,1.369031311,-1,1
191,24,22,gamma,1,21,0,5.560218364,27.18288047,3.597965259,27.97803375,0,27.74572073,0.1293156868,1.369031026,0,1
191,25,-12,nu_ebar,1,22,22,1223.11594,5485.3179,617.2804456,5653.827041,0,5620.02892,0.1096161619,1.351405422,0,1
191,26,-13,mu+,1,16,0,-694.3738889,-2981.282516,-340.7734999,3079.98817,0.10566,3061.07833,-0.1110959871,-1.799627822,1,1
191,27,14,nu_mu,1,16,0,-796.2649069,-3811.907066,-449.6105971,3920.05395,0,3894.184546,-0.1152019451,-1.776724071,0,1
192,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
192,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
192,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
192,3,13,mu-,21,7,0,0,0,6798.967647,6798.967647,0,0,55.5693751,0,-1,0
192,4,-13,mu+,21,8,8,0,0,-6999.962517,6999.962517,0,0,-55.59850911,0,1,0
192,5,-24,W-,22,3,4,334.3189341,-911.1450203,-104.3361943,979.4120012,80.04641693,970.5433518,-0.1072968719,-1.21912669,-1,0
192,6,24,W+,22,3,4,-334.3189341,911.1450203,-96.65867499,12819.51816,12782.36084,970.5433518,-0.09942842516,1.922465964,1,0
192,7,13,mu-,41,1,0,0,6.661338148e-16,6999.999978,6999.999978,0,6.661338148e-16,44.49185371,1.570796327,-1,0
192,8,-13,mu+,42,2,0,6.661338148e-16,4.440892099e-16,-6999.962517,6999.962517,0,8.005932085e-16,-44.30798596,0.5880026035,1,0
192,9,-24,W-,44,5,5,334.471728,-910.9684591,-104.2084026,979.2863168,80.04641693,970.4302501,-0.1071783975,-1.218916204,-1,0
192,10,24,W+,44,6,6,-332.0974402,913.7120715,-96.75372129,12819.64385,12782.36084,972.1926041,-0.09935758927,1.919411217,1,0
192,11,22,gamma,1,7,0,-2.374287835,-2.743612442,200.9995852,201.0323305,0,3.62831255,4.7077638,-2.284156058,0,1
192,12,22,gamma,1,1,0,0,0,2.210796674e-05,2.210796674e-05,0,0,36.02527651,0,0,1
192,13,22,gamma,1,2,0,0,0,-0.03748344046,0.03748344046,0,0,-43.46099301,0,0,1
192,14,15,tau-,1,9,0,161.4890345,-417.1389227,-87.38260031,455.7658006,1.77682,447.3070412,-0.1941309522,-1.201429514,-1,1
192,15,-16,nu_taubar,1,9,0,172.9826935,-493.8295363,-16.8258023,523.5205162,0,523.250058,-0.03215079227,-1.233864721,0,1
192,16,-11,e+,23,10,0,418.3812487,-971.3237396,-6250.864118,6339.701483,0.000511,1057.597597,-2.476947854,-1.164079763,1,0
192,17,12,nu_e,23,10,0,-750.4786889,1885.035811,6154.110396,6479.942364,0,2028.935256,1.828884618,1.949684734,0,0
192,18,-11,e+,51,16,0,129.5658934,-300.8448527,-1933.935989,1961.479889,0.000511,327.5590728,-2.475887311,-1.16413004,1,0
192,19,22,gamma,51,16,0,288.8153527,-670.4788804,-4316.928108,4378.221616,0,730.0385175,-2.47742335,-1.164057204,0,0
192,20,12,nu_e,1,17,17,-750.4786863,1885.035805,6154.110375,6479.942342,0,2028.935249,1.828884618,1.949684734,0,1
192,21,-11,e+,1,18,0,128.2283309,-297.778439,-1914.20729,1941.46956,0.000511,324.2136696,-2.475899075,-1.164178026,1,1
192,22,22,gamma,1,18,0,7.527015004,-17.43510007,-112.2425534,113.837733,0,18.99048892,-2.476951915,-1.163250786,0,1
192,23,22,gamma,1,19,19,282.6258985,-656.1101901,-4224.414227,4284.394186,0,714.393435,-2.47742335,-1.164057204,0,1
193,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
193,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
193,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
193,3,13,mu-,21,1,0,0,0,6999.989005,6999.989005,0,0,55.5985129,0,-1,0
193,4,-13,mu+,21,2,0,0,0,-6999.999999,6999.999999,0,0,-55.59851447,0,1,0
193,5,23,Z0,22,3,4,0,0,-0.01099433861,13999.989,13999.989,0,-42.23447423,0,0,0
193,6,22,gamma,1,1,0,0,0,0.01099544759,0.01099544759,0,0,42.23457509,0,0,1
193,7,22,gamma,1,2,0,0,0,-1.108979632e-06,1.108979632e-06,0,0,-33.03277882,0,0,1
193,8,11,e-,1,5,0,4622.27034,-3188.917344,4179.15065,6999.99122,0.000511,5615.565592,0.688507397,-0.6039171399,-1,1
193,9,-11,e+,1,5,0,-4622.27034,3188.917344,-4179.161644,6999.997784,0.000511,5615.565592,-0.6885089676,2.537675514,1,1
194,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
194,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
194,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
194,3,13,mu-,21,10,10,0,0,6999.999997,6999.999997,0,0,55.59851447,0,-1,0
194,4,-13,mu+,21,11,0,0,0,-6999.888844,6999.888844,0,0,-55.59849859,0,1,0
194,5,-24,W-,22,3,4,-78.10774814,-142.6109722,6997.668013,7000.012298,79.8488869,162.5998453,4.45532212,-2.071870471,-1,0
194,6,24,W+,22,3,4,78.10774814,142.6109722,-6997.556859,6999.876543,77.65895965,162.5998453,-4.45530624,1.069722183,1,0
194,7,24,W+,51,6,0,78.62869171,140.2751624,-6908.088834,6910.396649,77.65895965,160.8091799,-4.453512479,1.059903242,1,0
194,8,22,gamma,51,6,0,-0.5210559118,2.335604685,-89.45795972,89.48996092,0,2.393020792,-4.31453832,1.790294453,0,0
194,9,-24,W-,52,5,5,-78.1076358,-142.6107671,6997.657948,7000.002231,79.8488869,162.5996115,4.45532212,-2.071870471,-1,0
194,10,13,mu-,42,1,0,-1.080437823e-13,6.861664015e-13,6999.999997,6999.999997,0,6.946206082e-13,37.54222319,1.726974043,-1,0
194,11,-13,mu+,41,2,0,1.080420475e-13,-6.861594626e-13,-6999.999994,6999.999994,0,6.94613484e-13,-37.54223345,-1.414619524,1,0
194,12,-24,W-,44,9,9,-78.10763869,-142.6107487,6997.603141,6999.947442,79.8488869,162.5995967,4.455314381,-2.07187054,-1,0
194,13,24,W+,44,7,7,78.61163598,140.3834815,-6908.140929,6910.450732,77.65895965,160.8953423,-4.452984501,1.06032489,1,0
194,14,22,gamma,1,8,8,-0.5212767816,2.337007406,-89.45862838,89.49066724,0,2.394437951,-4.313953974,1.790256925,0,1
194,15,22,gamma,1,11,0,0.01727949358,-0.1097402169,-0.003580287519,0.1111499643,0,0.1110922864,-0.0322224715,-1.414620427,0,1
194,16,-24,W-,51,12,0,-78.10763869,-142.6107487,6997.603141,6999.947442,79.8488869,162.5995967,4.455314381,-2.07187054,-1,0
194,17,22,gamma,1,12,0,-2.506778109e-09,-3.393336899e-09,7.28691964e-08,7.299122177e-08,0,4.218847212e-09,3.543088206,-2.207049029,0,1
194,18,24,W+,52,13,13,78.61163598,140.3834815,-6908.140929,6910.450732,77.65895965,160.8953423,-4.452984501,1.06032489,1,0
194,19,22,gamma,1,1,0,0,0,2.630726158e-06,2.630726158e-06,0,0,33.8965984,0,0,1
194,20,22,gamma,1,2,0,0,0,-6.236973604e-06,6.236973604e-06,0,0,-34.75983355,0,0,1
194,21,13,mu-,1,16,0,-69.7302608,-44.58775245,3191.318235,3192.39134,0.10566,82.76700393,4.345475167,-2.572682596,-1,1
194,22,-14,nu_mubar,1,16,0,-8.37737789,-98.02299623,3806.284906,3807.556102,0,98.38032451,4.348882225,-1.656052553,0,1
194,23,-13,mu+,1,18,0,90.56046032,132.6853111,-6630.922854,6632.868496,0.10566,160.6442926,-4.413600589,0.9718980719,1,1
194,24,14,nu_mu,1,18,0,-11.94882434,7.698170422,-277.2180752,277.5822354,0,14.21394495,-3.664384727,2.569261938,0,1
195,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
195,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
195,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
195,3,13,mu-,21,6,0,0,0,6935.420634,6935.420634,0,0,55.58924603,0,-1,0
195,4,-13,mu+,21,7,7,0,0,-6999.985459,6999.985459,0,0,-55.59851239,0,1,0
195,5,23,Z0,22,3,4,0,0,-64.56482517,13935.40609,13935.25652,0,-50.9125188,0,0,0
195,6,13,mu-,41,1,0,1.065814104e-14,0,6999.999973,6999.999973,0,1.065814104e-14,41.71926498,0,-1,0
195,7,-13,mu+,42,2,0,0,0,-6999.985459,6999.985459,0,0,-55.59851239,0,1,0
195,8,23,Z0,44,5,5,56.4312685,-19.40751168,-24.6704224,13935.40613,13935.25652,59.67528445,-0.4024581953,-0.3312428715,0,0
195,9,22,gamma,1,6,0,-56.4312685,19.40751168,24.68493581,64.57929723,0,59.67528445,0.4026829429,2.810349782,0,1
195,10,22,gamma,1,1,0,0,0,2.72785187e-05,2.72785187e-05,0,0,36.23543801,0,0,1
195,11,22,gamma,1,2,0,0,0,-0.01454069497,0.01454069497,0,0,-42.51404503,0,0,1
195,12,15,tau-,23,8,0,-893.9690773,905.8905676,6833.057123,6950.574885,1.77682,1272.720877,2.382324753,2.34957102,-1,0
195,13,-15,tau+,23,8,0,950.4003458,-925.2980793,-6857.727545,6984.83125,1.77682,1326.437844,-2.345250765,-0.7720160718,1,0
195,14,-15,tau+,1,13,0,947.0315511,-922.0251386,-6833.639598,6960.28968,1.77682,1321.740941,-2.345278809,-0.7720197994,1,1
195,15,22,gamma,1,13,0,3.368792781,-3.272938781,-24.08793262,24.54158493,0,4.696902497,-2.337327455,-0.7709670855,0,1
195,16,15,tau-,1,12,12,-893.9690754,905.8905657,6833.057108,6950.57487,1.77682,1272.720875,2.382324753,2.34957102,-1,1
196,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
196,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
196,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
196,3,13,mu-,21,7,7,0,0,6999.99987,6999.99987,0,0,55.59851445,0,-1,0
196,4,-13,mu+,21,8,0,0,0,-6630.915938,6630.915938,0,0,-55.54434726,0,1,0
196,5,-24,W-,22,3,4,-918.2647242,-1916.182042,385.2349742,11504.53891,11300.04627,2124.844399,0.1803215144,-2.017678759,-1,0
196,6,24,W+,22,3,4,918.2647242,1916.182042,-16.15104161,2126.376898,79.08308965,2124.844399,-0.007600973556,1.123913894,1,0
196,7,13,mu-,42,1,0,-2.856603842e-13,-1.237898672e-13,6999.99987,6999.99987,0,3.113290644e-13,38.34473855,-2.732673918,-1,0
196,8,-13,mu+,41,2,0,2.856881398e-13,1.237898672e-13,-6999.999993,6999.999993,0,3.113545318e-13,-38.34465677,0.4088832904,1,0
196,9,-24,W-,44,5,5,-917.9720023,-1916.055176,385.1887721,11504.49287,11300.04627,2124.603501,0.180320344,-2.017580317,-1,0
196,10,24,W+,44,6,6,918.3211274,1916.206487,-16.10503562,2126.422936,79.08308965,2124.89082,-0.007579157143,1.123894929,1,0
196,11,22,gamma,1,8,0,-0.349125153,-0.1513111938,-369.0838591,369.0840552,0,0.3805042048,-7.570429376,-2.732627849,0,1
196,12,24,W+,51,10,0,918.3211274,1916.206487,-16.10503561,2126.422936,79.08308965,2124.89082,-0.007579157139,1.123894929,1,0
196,13,22,gamma,1,10,0,2.91373077e-08,-1.898901396e-08,-7.181532244e-09,3.551252958e-08,0,3.477880607e-08,-0.2050516629,-0.5775749248,0,1
196,14,-24,W-,52,9,9,-917.9720023,-1916.055176,385.1887721,11504.49287,11300.04627,2124.603501,0.180320344,-2.017580317,-1,0
196,15,22,gamma,1,1,0,0,0,0.0001297702775,0.0001297702775,0,0,37.79510427,0,0,1
196,16,22,gamma,1,2,0,0,0,-7.148042641e-06,7.148042641e-06,0,0,-34.89617705,0,0,1
196,17,13,mu-,23,14,0,-3042.732616,2580.262798,3769.866351,5488.886061,0.10566,3989.48341,0.8419075594,2.438255956,-1,0
196,18,-14,nu_mubar,23,14,0,2124.760614,-4496.317974,-3384.677579,6015.606811,0,4973.075808,-0.6367014196,-1.129344222,0,0
196,19,13,mu-,1,17,0,-2863.714825,2431.360291,3552.493743,5170.356591,0.10566,3756.644176,0.8424200051,2.437665952,-1,1
196,20,22,gamma,1,17,0,-179.0151642,148.896948,217.3684232,318.5369076,0,232.8448628,0.833585117,2.447785948,0,1
196,21,-14,nu_mubar,1,18,18,2124.757987,-4496.312415,-3384.673395,6015.599374,0,4973.06966,-0.6367014196,-1.129344222,0,1
196,22,-11,e+,23,12,0,413.8607958,870.047385,-46.57487015,964.589254,0.000511,963.4641718,-0.04832224255,1.126796452,1,0
196,23,12,nu_e,23,12,0,504.4603316,1046.159102,30.46983454,1161.833682,0,1161.434068,0.0262316573,1.121487979,0,0
196,24,-11,e+,1,22,0,410.0624449,862.06572,-46.14795243,955.7395815,0.000511,954.6248028,-0.04832264711,1.126798026,1,1
196,25,22,gamma,1,22,0,3.798372278,7.981709351,-0.4269164358,8.849721678,0,8.839418314,-0.04827813601,1.126626513,0,1
196,26,12,nu_e,1,23,23,504.4603102,1046.159058,30.46983325,1161.833633,0,1161.434018,0.0262316573,1.121487979,0,1
197,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
197,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
197,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
197,3,13,mu-,21,7,0,0,0,6937.231785,6937.231785,0,0,55.58950714,0,-1,0
197,4,-13,mu+,21,8,8,0,0,-6999.999997,6999.999997,0,0,-55.59851447,0,1,0
197,5,-24,W-,22,3,4,-27.42191327,9.239244073,6936.709355,6937.229593,79.87756361,28.93656784,6.172628197,2.816609293,-1,0
197,6,24,W+,22,3,4,27.42191327,-9.239244073,-6999.477567,7000.00219,80.6667473,28.93656784,-6.181636127,-0.324983361,1,0
197,7,13,mu-,41,1,0,0,0,6999.999997,6999.999997,0,0,55.59851447,0,-1,0
197,8,-13,mu+,42,2,0,4.440892099e-16,-1.387778781e-17,-6999.999997,6999.999997,0,4.443059974e-16,-44.89683077,-0.03123983343,1,0
197,9,-24,W-,44,5,5,-29.76887093,9.434618961,6936.726486,6937.25666,79.87756361,31.22815575,6.096417386,2.834677913,-1,0
197,10,24,W+,44,6,6,27.42182453,-9.239236685,-6999.450498,6999.975123,80.6667473,28.93648138,-6.181635247,-0.3249840983,1,0
197,11,22,gamma,1,7,0,2.347046408,-0.1953822762,62.72401159,62.76821195,0,2.355164766,3.975633103,-0.08305452175,0,1
197,12,-24,W-,51,9,0,-29.7687599,9.434624831,6936.725084,6937.255257,79.87756361,31.22805168,6.096420516,2.83467666,-1,0
197,13,22,gamma,1,9,0,-0.0001110249544,-5.872632112e-06,0.001400499447,0.001404905595,0,0.0001111801615,3.228151246,-3.088747197,0,1
197,14,24,W+,52,10,10,27.42182452,-9.239236682,-6999.450496,6999.975121,80.6667473,28.93648137,-6.181635247,-0.3249840983,1,0
197,15,-24,W-,51,12,0,-29.76875803,9.434621483,6936.725083,6937.255256,79.87756361,31.22804889,6.096420605,2.834676744,-1,0
197,16,22,gamma,1,12,0,-1.856415321e-06,3.343832004e-06,-2.157473439e-06,4.391148136e-06,0,3.824590215e-06,-0.5378032527,2.077604757,0,1
